Watchtower ID: WT3030WFXSP, Postcode: 3030, Population Served: 16718, Watchtower Point of Contact Name: Adam Guess, x: 144.658381, y: -37.920393, Diameter of Cell: 0.133228
Watchtower ID: WT3450FASHP, Postcode: 3450, Population Served: 1708, Watchtower Point of Contact Name: Tonya Cross, x: 144.207043, y: -37.065211, Diameter of Cell: 0.122810
Watchtower ID: WT3450LBNRD, Postcode: 3450, Population Served: 1708, Watchtower Point of Contact Name: Caitlyn Warden, x: 144.243478, y: -37.048383, Diameter of Cell: 0.076076
Watchtower ID: WT3765SHSPB, Postcode: 3765, Population Served: 3380, Watchtower Point of Contact Name: Eilene Horner, x: 145.362014, y: -37.818943, Diameter of Cell: 0.050975
Watchtower ID: WT3765XZDSF, Postcode: 3765, Population Served: 3380, Watchtower Point of Contact Name: Susan Compton, x: 145.326980, y: -37.826187, Diameter of Cell: 0.014578
Watchtower ID: WT3158AUSOJ, Postcode: 3158, Population Served: 3326, Watchtower Point of Contact Name: Vanessa Adams, x: 145.342919, y: -37.904129, Diameter of Cell: 0.070558
Watchtower ID: WT3158FLOBC, Postcode: 3158, Population Served: 3326, Watchtower Point of Contact Name: Elbert Sutton, x: 145.331089, y: -37.920766, Diameter of Cell: 0.075742
Watchtower ID: WT3027KUPSY, Postcode: 3027, Population Served: 3323, Watchtower Point of Contact Name: Sonya Renick, x: 144.762134, y: -37.861911, Diameter of Cell: 0.034501
Watchtower ID: WT3027FZKQC, Postcode: 3027, Population Served: 3323, Watchtower Point of Contact Name: Angelo Hard, x: 144.731672, y: -37.856460, Diameter of Cell: 0.065460
Watchtower ID: WT3217MDZVX, Postcode: 3217, Population Served: 6607, Watchtower Point of Contact Name: Andrew Ward, x: 144.406637, y: -38.299620, Diameter of Cell: 0.202575
Watchtower ID: WT3380GWOCZ, Postcode: 3380, Population Served: 6032, Watchtower Point of Contact Name: Clyde Gallo, x: 142.840065, y: -36.992419, Diameter of Cell: 0.240473
Watchtower ID: WT3179QTYXJ, Postcode: 3179, Population Served: 3011, Watchtower Point of Contact Name: Darnell Phelps, x: 145.205090, y: -37.913748, Diameter of Cell: 0.042258
Watchtower ID: WT3179QKUWC, Postcode: 3179, Population Served: 3011, Watchtower Point of Contact Name: Wendy Baker, x: 145.197463, y: -37.909655, Diameter of Cell: 0.040134
Watchtower ID: WT3036XTIIL, Postcode: 3036, Population Served: 1481, Watchtower Point of Contact Name: Katherine Miller, x: 144.774057, y: -37.687387, Diameter of Cell: 0.044887
Watchtower ID: WT3036CKDXS, Postcode: 3036, Population Served: 1481, Watchtower Point of Contact Name: Harold Harmon, x: 144.819619, y: -37.668709, Diameter of Cell: 0.063857
Watchtower ID: WT3036IQITW, Postcode: 3036, Population Served: 1481, Watchtower Point of Contact Name: Douglas Downs, x: 144.783891, y: -37.661611, Diameter of Cell: 0.086139
Watchtower ID: WT3036OUJLY, Postcode: 3036, Population Served: 1481, Watchtower Point of Contact Name: Jenny White, x: 144.831217, y: -37.671944, Diameter of Cell: 0.068718
Watchtower ID: WT3189MHBOB, Postcode: 3189, Population Served: 1179, Watchtower Point of Contact Name: Wayne Bello, x: 145.055232, y: -37.941181, Diameter of Cell: 0.032476
Watchtower ID: WT3189LGHIA, Postcode: 3189, Population Served: 1179, Watchtower Point of Contact Name: Annie Longmore, x: 145.065432, y: -37.939107, Diameter of Cell: 0.037817
Watchtower ID: WT3189ZUMEU, Postcode: 3189, Population Served: 1179, Watchtower Point of Contact Name: Susan Flores, x: 145.043150, y: -37.937325, Diameter of Cell: 0.034688
Watchtower ID: WT3189EWADM, Postcode: 3189, Population Served: 1179, Watchtower Point of Contact Name: Christopher Anderson, x: 145.037177, y: -37.943723, Diameter of Cell: 0.028980
Watchtower ID: WT3189VOGYS, Postcode: 3189, Population Served: 1179, Watchtower Point of Contact Name: Jill Smith, x: 145.037546, y: -37.942024, Diameter of Cell: 0.019978
Watchtower ID: WT3799ZWGYC, Postcode: 3799, Population Served: 1932, Watchtower Point of Contact Name: Lana Jones, x: 145.884391, y: -37.696553, Diameter of Cell: 0.240620
Watchtower ID: WT3799IBQMR, Postcode: 3799, Population Served: 1932, Watchtower Point of Contact Name: Camilla Swenson, x: 145.883165, y: -37.742377, Diameter of Cell: 0.279238
Watchtower ID: WT3799JWZTS, Postcode: 3799, Population Served: 1932, Watchtower Point of Contact Name: Willie Barone, x: 145.696144, y: -37.650947, Diameter of Cell: 0.284547
Watchtower ID: WT3851KHODW, Postcode: 3851, Population Served: 2843, Watchtower Point of Contact Name: Tara Garza, x: 147.294309, y: -38.222542, Diameter of Cell: 1.311679
Watchtower ID: WT3851YKVHY, Postcode: 3851, Population Served: 2843, Watchtower Point of Contact Name: Jeffrey Clark, x: 147.433584, y: -37.987941, Diameter of Cell: 0.428717
Watchtower ID: WT3996ZMYGL, Postcode: 3996, Population Served: 1846, Watchtower Point of Contact Name: Jennifer Adkins, x: 145.777157, y: -38.671072, Diameter of Cell: 0.370946
Watchtower ID: WT3996YCWHN, Postcode: 3996, Population Served: 1846, Watchtower Point of Contact Name: Kendall Pruitt, x: 145.711883, y: -38.662014, Diameter of Cell: 0.729162
Watchtower ID: WT3996APJTL, Postcode: 3996, Population Served: 1846, Watchtower Point of Contact Name: Ronald Cook, x: 145.772109, y: -38.660873, Diameter of Cell: 0.074460
Watchtower ID: WT3003QBFSM, Postcode: 3003, Population Served: 1838, Watchtower Point of Contact Name: Michael Blevins, x: 144.919981, y: -37.812797, Diameter of Cell: 0.023162
Watchtower ID: WT3003VUBNO, Postcode: 3003, Population Served: 1838, Watchtower Point of Contact Name: Doris Smith, x: 144.913389, y: -37.818272, Diameter of Cell: 0.029974
Watchtower ID: WT3003BXJAK, Postcode: 3003, Population Served: 1838, Watchtower Point of Contact Name: Vera Mitchell, x: 144.928784, y: -37.798436, Diameter of Cell: 0.031981
Watchtower ID: WT3579FLKUI, Postcode: 3579, Population Served: 1788, Watchtower Point of Contact Name: Daniel Ruark, x: 144.017325, y: -35.954113, Diameter of Cell: 0.386644
Watchtower ID: WT3579HGUQO, Postcode: 3579, Population Served: 1788, Watchtower Point of Contact Name: Laura Smith, x: 143.568787, y: -35.879968, Diameter of Cell: 0.435290
Watchtower ID: WT3579ZMHJW, Postcode: 3579, Population Served: 1788, Watchtower Point of Contact Name: Yolanda Early, x: 143.905793, y: -35.830083, Diameter of Cell: 0.539319
Watchtower ID: WT3616MGKKD, Postcode: 3616, Population Served: 2678, Watchtower Point of Contact Name: Flossie Stclair, x: 145.038240, y: -36.485408, Diameter of Cell: 0.160903
Watchtower ID: WT3616OIHDJ, Postcode: 3616, Population Served: 2678, Watchtower Point of Contact Name: Virginia Parris, x: 145.098796, y: -36.522715, Diameter of Cell: 0.263843
Watchtower ID: WT3636ETBDB, Postcode: 3636, Population Served: 873, Watchtower Point of Contact Name: James Reardon, x: 145.424117, y: -36.134157, Diameter of Cell: 0.145902
Watchtower ID: WT3636LTWLQ, Postcode: 3636, Population Served: 873, Watchtower Point of Contact Name: Amy Gurry, x: 145.587643, y: -36.082883, Diameter of Cell: 0.185912
Watchtower ID: WT3636LGQMA, Postcode: 3636, Population Served: 873, Watchtower Point of Contact Name: Arthur Stgermain, x: 145.449856, y: -36.056801, Diameter of Cell: 0.144603
Watchtower ID: WT3636ZRPAC, Postcode: 3636, Population Served: 873, Watchtower Point of Contact Name: Donald Renz, x: 145.576377, y: -36.067348, Diameter of Cell: 0.169925
Watchtower ID: WT3636ZFUGM, Postcode: 3636, Population Served: 873, Watchtower Point of Contact Name: Susan Welchel, x: 145.425652, y: -36.057973, Diameter of Cell: 0.139507
Watchtower ID: WT3636HKVUH, Postcode: 3636, Population Served: 873, Watchtower Point of Contact Name: Stanley Jones, x: 145.403549, y: -36.135166, Diameter of Cell: 0.178932
Watchtower ID: WT3984XMPJU, Postcode: 3984, Population Served: 1041, Watchtower Point of Contact Name: Bernard Robinson, x: 145.666113, y: -38.413713, Diameter of Cell: 0.117705
Watchtower ID: WT3984UBSFJ, Postcode: 3984, Population Served: 1041, Watchtower Point of Contact Name: Ned Johnson, x: 145.613814, y: -38.366014, Diameter of Cell: 0.143600
Watchtower ID: WT3984SHWQW, Postcode: 3984, Population Served: 1041, Watchtower Point of Contact Name: William Owen, x: 145.595213, y: -38.282976, Diameter of Cell: 0.131009
Watchtower ID: WT3984QFXFT, Postcode: 3984, Population Served: 1041, Watchtower Point of Contact Name: James Prewett, x: 145.489718, y: -38.317371, Diameter of Cell: 0.209273
Watchtower ID: WT3984IZIBD, Postcode: 3984, Population Served: 1041, Watchtower Point of Contact Name: Cesar Medina, x: 145.651475, y: -38.254694, Diameter of Cell: 0.109481
Watchtower ID: WT3434AMRMK, Postcode: 3434, Population Served: 5069, Watchtower Point of Contact Name: Sonia Polanco, x: 144.710283, y: -37.414788, Diameter of Cell: 0.161099
Watchtower ID: WT3061TZMKP, Postcode: 3061, Population Served: 1685, Watchtower Point of Contact Name: Phillip Lynch, x: 144.962389, y: -37.650568, Diameter of Cell: 0.043661
Watchtower ID: WT3061LOUYX, Postcode: 3061, Population Served: 1685, Watchtower Point of Contact Name: Ronald Thompson, x: 144.973741, y: -37.648213, Diameter of Cell: 0.035432
Watchtower ID: WT3061BZKPA, Postcode: 3061, Population Served: 1685, Watchtower Point of Contact Name: Cecelia Lewin, x: 144.972309, y: -37.643161, Diameter of Cell: 0.094531
Watchtower ID: WT3722XULRS, Postcode: 3722, Population Served: 5018, Watchtower Point of Contact Name: Helene Huber, x: 146.193969, y: -37.086567, Diameter of Cell: 0.459998
Watchtower ID: WT3002YFCMY, Postcode: 3002, Population Served: 4964, Watchtower Point of Contact Name: Dora Grooms, x: 144.974120, y: -37.811183, Diameter of Cell: 0.023226
Watchtower ID: WT3940WZCWZ, Postcode: 3940, Population Served: 2465, Watchtower Point of Contact Name: Gloria Roberts, x: 144.867158, y: -38.376766, Diameter of Cell: 0.384200
Watchtower ID: WT3940UVMRS, Postcode: 3940, Population Served: 2465, Watchtower Point of Contact Name: Harold Kassab, x: 144.889519, y: -38.375090, Diameter of Cell: 0.271012
Watchtower ID: WT3981DOYYE, Postcode: 3981, Population Served: 1632, Watchtower Point of Contact Name: Ruth Roberts, x: 145.403578, y: -38.226481, Diameter of Cell: 0.099576
Watchtower ID: WT3981LHGQV, Postcode: 3981, Population Served: 1632, Watchtower Point of Contact Name: Michael Hayes, x: 145.724161, y: -38.264280, Diameter of Cell: 0.166988
Watchtower ID: WT3981HFCDJ, Postcode: 3981, Population Served: 1632, Watchtower Point of Contact Name: Nellie Cassella, x: 145.421592, y: -38.258053, Diameter of Cell: 0.205901
Watchtower ID: WT3227LRSVA, Postcode: 3227, Population Served: 4819, Watchtower Point of Contact Name: Joan Cox, x: 144.388373, y: -38.226648, Diameter of Cell: 0.073027
Watchtower ID: WT3950WWFHI, Postcode: 3950, Population Served: 2400, Watchtower Point of Contact Name: Donald Neil, x: 145.789698, y: -38.448298, Diameter of Cell: 0.113243
Watchtower ID: WT3950QHSQT, Postcode: 3950, Population Served: 2400, Watchtower Point of Contact Name: James Guerrero, x: 145.853701, y: -38.421463, Diameter of Cell: 0.197385
Watchtower ID: WT3842LLUAZ, Postcode: 3842, Population Served: 2391, Watchtower Point of Contact Name: Justin Butcher, x: 146.437383, y: -38.334093, Diameter of Cell: 0.194980
Watchtower ID: WT3842UWRZX, Postcode: 3842, Population Served: 2391, Watchtower Point of Contact Name: Daniel Cole, x: 146.426053, y: -38.310339, Diameter of Cell: 0.222083
Watchtower ID: WT3747DHCFR, Postcode: 3747, Population Served: 2312, Watchtower Point of Contact Name: Delia Haynes, x: 146.841794, y: -36.364209, Diameter of Cell: 0.240770
Watchtower ID: WT3747XBOXY, Postcode: 3747, Population Served: 2312, Watchtower Point of Contact Name: Homer Moore, x: 146.758469, y: -36.412705, Diameter of Cell: 0.286342
Watchtower ID: WT3781EASUZ, Postcode: 3781, Population Served: 1492, Watchtower Point of Contact Name: Carmelo Nicholas, x: 145.474834, y: -37.937121, Diameter of Cell: 0.080310
Watchtower ID: WT3781QLYFA, Postcode: 3781, Population Served: 1492, Watchtower Point of Contact Name: Sharon Trask, x: 145.525731, y: -37.878605, Diameter of Cell: 0.173620
Watchtower ID: WT3781NYYHV, Postcode: 3781, Population Served: 1492, Watchtower Point of Contact Name: Lynda Nastasi, x: 145.489814, y: -37.992777, Diameter of Cell: 0.079786
Watchtower ID: WT3401EAPLO, Postcode: 3401, Population Served: 2210, Watchtower Point of Contact Name: Eric Ellis, x: 142.103209, y: -36.728221, Diameter of Cell: 0.569716
Watchtower ID: WT3401WPITF, Postcode: 3401, Population Served: 2210, Watchtower Point of Contact Name: Kevin Woods, x: 142.453856, y: -37.254110, Diameter of Cell: 0.221293
Watchtower ID: WT3461QSXXB, Postcode: 3461, Population Served: 4149, Watchtower Point of Contact Name: Stephanie Troupe, x: 144.198800, y: -37.164971, Diameter of Cell: 0.185420
Watchtower ID: WT3225ZLHVP, Postcode: 3225, Population Served: 1352, Watchtower Point of Contact Name: Theola Pugh, x: 144.615115, y: -38.249515, Diameter of Cell: 0.055068
Watchtower ID: WT3225ZWRKT, Postcode: 3225, Population Served: 1352, Watchtower Point of Contact Name: Sierra Zelaya, x: 144.632485, y: -38.273921, Diameter of Cell: 0.176916
Watchtower ID: WT3225RKBIH, Postcode: 3225, Population Served: 1352, Watchtower Point of Contact Name: Eric Clark, x: 144.602539, y: -38.237994, Diameter of Cell: 0.073705
Watchtower ID: WT3213XUYAP, Postcode: 3213, Population Served: 4033, Watchtower Point of Contact Name: Jordan Billings, x: 144.201507, y: -38.091320, Diameter of Cell: 0.215424
Watchtower ID: WT3880XJEVE, Postcode: 3880, Population Served: 2016, Watchtower Point of Contact Name: Brady Condon, x: 147.881908, y: -38.016344, Diameter of Cell: 1.579769
Watchtower ID: WT3880BUCZX, Postcode: 3880, Population Served: 2016, Watchtower Point of Contact Name: Michael Andersen, x: 147.829277, y: -37.861888, Diameter of Cell: 0.138858
Watchtower ID: WT3971GFDIU, Postcode: 3971, Population Served: 669, Watchtower Point of Contact Name: Shirley Solis, x: 146.800260, y: -38.759883, Diameter of Cell: 0.684661
Watchtower ID: WT3971UHZGX, Postcode: 3971, Population Served: 669, Watchtower Point of Contact Name: Lien Yoon, x: 146.729310, y: -38.465572, Diameter of Cell: 0.339884
Watchtower ID: WT3971MGARE, Postcode: 3971, Population Served: 669, Watchtower Point of Contact Name: Joseph Nutter, x: 146.428599, y: -38.679267, Diameter of Cell: 0.547157
Watchtower ID: WT3971MLSXH, Postcode: 3971, Population Served: 669, Watchtower Point of Contact Name: Beverly Hardt, x: 146.860636, y: -38.551737, Diameter of Cell: 0.454015
Watchtower ID: WT3971XBBMK, Postcode: 3971, Population Served: 669, Watchtower Point of Contact Name: Grace Gordon, x: 146.873486, y: -38.725545, Diameter of Cell: 1.272039
Watchtower ID: WT3971GNWLP, Postcode: 3971, Population Served: 669, Watchtower Point of Contact Name: Patti Kennedy, x: 146.476494, y: -38.613297, Diameter of Cell: 0.275422
Watchtower ID: WT3431IFUSY, Postcode: 3431, Population Served: 3947, Watchtower Point of Contact Name: Nellie Adams, x: 144.680419, y: -37.442213, Diameter of Cell: 0.133215
Watchtower ID: WT3093HJWIG, Postcode: 3093, Population Served: 972, Watchtower Point of Contact Name: Benjamin Meadows, x: 145.106713, y: -37.744231, Diameter of Cell: 0.042264
Watchtower ID: WT3093UMONC, Postcode: 3093, Population Served: 972, Watchtower Point of Contact Name: Chris Mckinney, x: 145.126671, y: -37.725726, Diameter of Cell: 0.042548
Watchtower ID: WT3093NLHIM, Postcode: 3093, Population Served: 972, Watchtower Point of Contact Name: Joshua Coons, x: 145.118201, y: -37.744334, Diameter of Cell: 0.021836
Watchtower ID: WT3093ROONW, Postcode: 3093, Population Served: 972, Watchtower Point of Contact Name: Sharon Wells, x: 145.115544, y: -37.747316, Diameter of Cell: 0.011211
Watchtower ID: WT3775QKPWA, Postcode: 3775, Population Served: 772, Watchtower Point of Contact Name: John Covington, x: 145.313766, y: -37.628386, Diameter of Cell: 0.099532
Watchtower ID: WT3775DRWUQ, Postcode: 3775, Population Served: 772, Watchtower Point of Contact Name: Kathleen Besson, x: 145.440714, y: -37.562506, Diameter of Cell: 0.158380
Watchtower ID: WT3775TOGZK, Postcode: 3775, Population Served: 772, Watchtower Point of Contact Name: Amy Casey, x: 145.438509, y: -37.641272, Diameter of Cell: 0.123148
Watchtower ID: WT3775PGCXX, Postcode: 3775, Population Served: 772, Watchtower Point of Contact Name: Margaret Mix, x: 145.365221, y: -37.597919, Diameter of Cell: 0.115484
Watchtower ID: WT3775HGGFI, Postcode: 3775, Population Served: 772, Watchtower Point of Contact Name: Joseph Roshia, x: 145.277608, y: -37.597055, Diameter of Cell: 0.085546
Watchtower ID: WT3918DSFOP, Postcode: 3918, Population Served: 926, Watchtower Point of Contact Name: Lindsey Jackson, x: 145.180523, y: -38.338301, Diameter of Cell: 0.055512
Watchtower ID: WT3918IJIJQ, Postcode: 3918, Population Served: 926, Watchtower Point of Contact Name: Sean Conroy, x: 145.198114, y: -38.316952, Diameter of Cell: 0.142888
Watchtower ID: WT3918FYJQN, Postcode: 3918, Population Served: 926, Watchtower Point of Contact Name: Flossie Hudson, x: 145.140867, y: -38.350154, Diameter of Cell: 0.124280
Watchtower ID: WT3918CDEEZ, Postcode: 3918, Population Served: 926, Watchtower Point of Contact Name: Connie Beveridge, x: 145.162504, y: -38.346088, Diameter of Cell: 0.106679
Watchtower ID: WT3523CQSWP, Postcode: 3523, Population Served: 905, Watchtower Point of Contact Name: Mark Seller, x: 144.728949, y: -37.009342, Diameter of Cell: 0.185099
Watchtower ID: WT3523JHSKW, Postcode: 3523, Population Served: 905, Watchtower Point of Contact Name: Jerry Barth, x: 144.563917, y: -36.974640, Diameter of Cell: 0.298365
Watchtower ID: WT3523XJZBV, Postcode: 3523, Population Served: 905, Watchtower Point of Contact Name: Charles Donnell, x: 144.747343, y: -36.770146, Diameter of Cell: 0.277362
Watchtower ID: WT3523VFRMV, Postcode: 3523, Population Served: 905, Watchtower Point of Contact Name: Gina Pickle, x: 144.883822, y: -36.703614, Diameter of Cell: 0.333097
Watchtower ID: WT3549JBGSR, Postcode: 3549, Population Served: 1174, Watchtower Point of Contact Name: Christopher Shiever, x: 142.684587, y: -34.776360, Diameter of Cell: 0.521238
Watchtower ID: WT3549KQPCN, Postcode: 3549, Population Served: 1174, Watchtower Point of Contact Name: John Mitchell, x: 142.940173, y: -34.724985, Diameter of Cell: 0.877953
Watchtower ID: WT3549RPPGD, Postcode: 3549, Population Served: 1174, Watchtower Point of Contact Name: Brandon Handley, x: 142.565209, y: -34.674454, Diameter of Cell: 1.257477
Watchtower ID: WT3363LPXKX, Postcode: 3363, Population Served: 1739, Watchtower Point of Contact Name: Arthur Washington, x: 143.800519, y: -37.439770, Diameter of Cell: 0.294618
Watchtower ID: WT3363UVPZV, Postcode: 3363, Population Served: 1739, Watchtower Point of Contact Name: Ahmad Edmondson, x: 143.961680, y: -37.361888, Diameter of Cell: 0.253228
Watchtower ID: WT3797FCQZL, Postcode: 3797, Population Served: 1738, Watchtower Point of Contact Name: Dawn Link, x: 145.597128, y: -37.885651, Diameter of Cell: 0.222807
Watchtower ID: WT3797JXEYZ, Postcode: 3797, Population Served: 1738, Watchtower Point of Contact Name: Wade Seay, x: 145.595258, y: -37.851879, Diameter of Cell: 0.258537
Watchtower ID: WT3925TJOQL, Postcode: 3925, Population Served: 1128, Watchtower Point of Contact Name: Stephanie Mueller, x: 145.372223, y: -38.533234, Diameter of Cell: 0.729272
Watchtower ID: WT3925HPDPE, Postcode: 3925, Population Served: 1128, Watchtower Point of Contact Name: Patrick Mckinley, x: 145.405981, y: -38.510677, Diameter of Cell: 0.270267
Watchtower ID: WT3925LANPO, Postcode: 3925, Population Served: 1128, Watchtower Point of Contact Name: Alex Mcdonald, x: 145.395241, y: -38.508860, Diameter of Cell: 0.163795
Watchtower ID: WT3980JJOQY, Postcode: 3980, Population Served: 1675, Watchtower Point of Contact Name: Heather Strahl, x: 145.425513, y: -38.208376, Diameter of Cell: 0.168008
Watchtower ID: WT3980CXZJX, Postcode: 3980, Population Served: 1675, Watchtower Point of Contact Name: Marianne Gulledge, x: 145.384080, y: -38.234540, Diameter of Cell: 0.201959
Watchtower ID: WT3913EJDEA, Postcode: 3913, Population Served: 3338, Watchtower Point of Contact Name: Norma Hammond, x: 145.159867, y: -38.281966, Diameter of Cell: 0.138100
Watchtower ID: WT3919IOIFE, Postcode: 3919, Population Served: 3183, Watchtower Point of Contact Name: Candice Redman, x: 145.201062, y: -38.347199, Diameter of Cell: 0.165071
Watchtower ID: WT3862WPONG, Postcode: 3862, Population Served: 1578, Watchtower Point of Contact Name: Anthony Dawkins, x: 147.332711, y: -37.491239, Diameter of Cell: 0.753441
Watchtower ID: WT3862XHAPV, Postcode: 3862, Population Served: 1578, Watchtower Point of Contact Name: Michael Stover, x: 147.323737, y: -37.843258, Diameter of Cell: 0.258550
Watchtower ID: WT3741DMMXM, Postcode: 3741, Population Served: 3100, Watchtower Point of Contact Name: Gwendolyn Donaldson, x: 146.974577, y: -36.739842, Diameter of Cell: 0.481418
Watchtower ID: WT3266OQUZV, Postcode: 3266, Population Served: 3067, Watchtower Point of Contact Name: Jack Wilcoxen, x: 143.249674, y: -38.463018, Diameter of Cell: 0.513321
Watchtower ID: WT3808KZZPA, Postcode: 3808, Population Served: 1516, Watchtower Point of Contact Name: Asuncion Mays, x: 145.464592, y: -38.002947, Diameter of Cell: 0.092881
Watchtower ID: WT3808MMGCV, Postcode: 3808, Population Served: 1516, Watchtower Point of Contact Name: Alice Schmelz, x: 145.476274, y: -37.969990, Diameter of Cell: 0.091747
Watchtower ID: WT3858VBJEZ, Postcode: 3858, Population Served: 1008, Watchtower Point of Contact Name: Frank Mckay, x: 146.464387, y: -37.701284, Diameter of Cell: 0.359708
Watchtower ID: WT3858TSNDX, Postcode: 3858, Population Served: 1008, Watchtower Point of Contact Name: Angela Dexter, x: 146.810084, y: -37.217446, Diameter of Cell: 0.662714
Watchtower ID: WT3858IFQCA, Postcode: 3858, Population Served: 1008, Watchtower Point of Contact Name: Pauline Botkin, x: 146.598340, y: -37.491372, Diameter of Cell: 0.575677
Watchtower ID: WT3723LMJSJ, Postcode: 3723, Population Served: 1502, Watchtower Point of Contact Name: Oscar Sears, x: 146.273320, y: -36.948121, Diameter of Cell: 0.530170
Watchtower ID: WT3723ARNTR, Postcode: 3723, Population Served: 1502, Watchtower Point of Contact Name: David Dunaway, x: 146.077365, y: -37.257134, Diameter of Cell: 0.379927
Watchtower ID: WT3821UBUGE, Postcode: 3821, Population Served: 1458, Watchtower Point of Contact Name: Clarence Harty, x: 146.016592, y: -38.221096, Diameter of Cell: 0.087766
Watchtower ID: WT3821GKQVH, Postcode: 3821, Population Served: 1458, Watchtower Point of Contact Name: Tina Rogian, x: 146.046751, y: -38.199147, Diameter of Cell: 0.139753
Watchtower ID: WT3202IDOPR, Postcode: 3202, Population Served: 1453, Watchtower Point of Contact Name: Shannon Bello, x: 145.075615, y: -37.947829, Diameter of Cell: 0.045803
Watchtower ID: WT3202VGFWI, Postcode: 3202, Population Served: 1453, Watchtower Point of Contact Name: Edward Mohorovich, x: 145.098145, y: -37.944519, Diameter of Cell: 0.050770
Watchtower ID: WT3871VBOCO, Postcode: 3871, Population Served: 1451, Watchtower Point of Contact Name: David Hudnell, x: 146.057406, y: -38.491370, Diameter of Cell: 0.236237
Watchtower ID: WT3871XVSOD, Postcode: 3871, Population Served: 1451, Watchtower Point of Contact Name: Mark Martinez, x: 146.262479, y: -38.261735, Diameter of Cell: 0.297218
Watchtower ID: WT3435VCHKG, Postcode: 3435, Population Served: 1439, Watchtower Point of Contact Name: Vernon Revak, x: 144.708959, y: -37.311460, Diameter of Cell: 0.207664
Watchtower ID: WT3435JZWPT, Postcode: 3435, Population Served: 1439, Watchtower Point of Contact Name: Felix Barth, x: 144.699254, y: -37.247863, Diameter of Cell: 0.276555
Watchtower ID: WT3938HFIAY, Postcode: 3938, Population Served: 2823, Watchtower Point of Contact Name: Robert Cashio, x: 144.933398, y: -38.364953, Diameter of Cell: 0.255897
Watchtower ID: WT3956NITYU, Postcode: 3956, Population Served: 940, Watchtower Point of Contact Name: Liz Quinonez, x: 146.171491, y: -38.808667, Diameter of Cell: 0.613037
Watchtower ID: WT3956DVIYM, Postcode: 3956, Population Served: 940, Watchtower Point of Contact Name: Carol Twichell, x: 145.789697, y: -38.615205, Diameter of Cell: 0.162603
Watchtower ID: WT3956VQBJJ, Postcode: 3956, Population Served: 940, Watchtower Point of Contact Name: Jesus Fabbri, x: 146.005100, y: -38.869819, Diameter of Cell: 0.670029
Watchtower ID: WT3418MGKYO, Postcode: 3418, Population Served: 2772, Watchtower Point of Contact Name: Joyce Smith, x: 141.979560, y: -36.275790, Diameter of Cell: 0.836144
Watchtower ID: WT3304LTOER, Postcode: 3304, Population Served: 681, Watchtower Point of Contact Name: James Broadway, x: 141.913043, y: -38.082864, Diameter of Cell: 0.584743
Watchtower ID: WT3304USCDE, Postcode: 3304, Population Served: 681, Watchtower Point of Contact Name: Pat Smith, x: 140.939548, y: -38.228919, Diameter of Cell: 1.406928
Watchtower ID: WT3304KHKYN, Postcode: 3304, Population Served: 681, Watchtower Point of Contact Name: Robert Magnuson, x: 141.904112, y: -37.909520, Diameter of Cell: 0.360430
Watchtower ID: WT3304ZOOWD, Postcode: 3304, Population Served: 681, Watchtower Point of Contact Name: Johnny Huszar, x: 141.390295, y: -38.230244, Diameter of Cell: 1.092049
Watchtower ID: WT3685BGXYX, Postcode: 3685, Population Served: 1361, Watchtower Point of Contact Name: Michael Weatherspoon, x: 146.563003, y: -36.062757, Diameter of Cell: 0.908353
Watchtower ID: WT3685KJYXY, Postcode: 3685, Population Served: 1361, Watchtower Point of Contact Name: Shirley Prescott, x: 146.315975, y: -35.973786, Diameter of Cell: 2.327599
Watchtower ID: WT3816RKVGQ, Postcode: 3816, Population Served: 2721, Watchtower Point of Contact Name: Winston Steinberg, x: 145.762271, y: -38.051539, Diameter of Cell: 0.231627
Watchtower ID: WT3393KRBTF, Postcode: 3393, Population Served: 2685, Watchtower Point of Contact Name: Brenda Neil, x: 142.243902, y: -36.069485, Diameter of Cell: 0.490667
Watchtower ID: WT3717WFWMH, Postcode: 3717, Population Served: 378, Watchtower Point of Contact Name: Craig Carlson, x: 145.223417, y: -37.503012, Diameter of Cell: 0.117705
Watchtower ID: WT3717DKRXQ, Postcode: 3717, Population Served: 378, Watchtower Point of Contact Name: Herbert Rumph, x: 145.637110, y: -37.395092, Diameter of Cell: 0.267915
Watchtower ID: WT3717MXQAF, Postcode: 3717, Population Served: 378, Watchtower Point of Contact Name: Eddie Campbell, x: 145.272309, y: -37.478477, Diameter of Cell: 0.141401
Watchtower ID: WT3717YSAOA, Postcode: 3717, Population Served: 378, Watchtower Point of Contact Name: Woodrow Spangler, x: 145.361057, y: -37.414640, Diameter of Cell: 0.222844
Watchtower ID: WT3717DWKIB, Postcode: 3717, Population Served: 378, Watchtower Point of Contact Name: Mike Williams, x: 145.293333, y: -37.138692, Diameter of Cell: 0.261457
Watchtower ID: WT3717QUVQX, Postcode: 3717, Population Served: 378, Watchtower Point of Contact Name: Raymond Rodriguez, x: 145.627134, y: -37.196187, Diameter of Cell: 0.266653
Watchtower ID: WT3717IPOUJ, Postcode: 3717, Population Served: 378, Watchtower Point of Contact Name: Carole Diliberto, x: 145.297452, y: -37.322355, Diameter of Cell: 0.284483
Watchtower ID: WT3265TGYJP, Postcode: 3265, Population Served: 655, Watchtower Point of Contact Name: Fernando Spence, x: 142.608517, y: -38.077343, Diameter of Cell: 0.319674
